id,text,label
662,Rs.15684.00 paid via UPI for bsnl bill. Ref No 6588656221.,Bills & Recharge
663,You have sent Rs.2854.00 to brother@upi via UPI. Ref No 5192666946. Date: 19-Apr-25. Avl bal Rs.97732.00.,Transfers Sent
664,Rs.16905.00 paid via UPI for bescom bill. Ref No 2730762579.,Bills & Recharge
665,Rs.10197.00 paid via UPI for bsnl bill. Ref No 7522942529.,Bills & Recharge
666,UPI transaction of Rs.13231.00 made to pizzahut on 18-Mar-25. Ref No 4314962476. Avl bal Rs.48434.00.,Food & Delivery
667,You have sent Rs.11778.00 to brother@upi via UPI. Ref No 6289513990. Date: 10-Sep-25. Avl bal Rs.62171.00.,Transfers Sent
668,UPI AutoPay: Rs.10093.00 deducted for tataplay subscription. Ref No 2959207053.,Entertainment/Subscriptions
669,UPI AutoPay: Rs.18023.00 deducted for tataplay subscription. Ref No 5002185381.,Entertainment/Subscriptions
670,UPI AutoPay: Rs.18186.00 deducted for hotstar subscription. Ref No 3754890952.,Entertainment/Subscriptions
671,Failed UPI transaction of Rs.631.00 attempted at swiggy@upi on 13-Aug-25. Ref No 8180554470. Amount will be reversed if debited.,Failed Transactions
672,Your UPI transaction of Rs.9304.00 to bookmyshow was successful. Ref No 1953707861.,Travel & Booking
673,You have sent Rs.2547.00 to brother@upi via UPI. Ref No 6914005629. Date: 26-Dec-25. Avl bal Rs.59374.00.,Transfers Sent
674,Rs.4614.00 paid via UPI for djb bill. Ref No 1512022306.,Bills & Recharge
675,Rs.13993.00 credited to your a/c XXXX8052 from phonepe@upi. Ref No 4086191782. Avl bal Rs.37867.00.,Transfers Received
676,Your UPI transaction of Rs.5466.00 to redbus was successful. Ref No 6433038971.,Travel & Booking
677,UPI AutoPay: Rs.14131.00 deducted for sonyliv subscription. Ref No 6849199389.,Entertainment/Subscriptions
678,Your a/c XXXX4784 debited by Rs.14622.00 on 27-Feb-25 to flipkart@upi. Ref No 7963674258. Avl bal Rs.42903.00.,Shopping
679,Rs.17203.00 paid via UPI for bescom bill. Ref No 3383444151.,Bills & Recharge
680,Rs.3739.00 paid via UPI for dth bill. Ref No 1456176948.,Bills & Recharge
681,UPI transaction of Rs.4967.00 made to pizzahut on 18-Aug-25. Ref No 3305776661. Avl bal Rs.40360.00.,Food & Delivery
682,Rs.14957.00 paid via UPI for bescom bill. Ref No 4155347588.,Bills & Recharge
683,Rs.12422.00 debited towards delhimetro ride via UPI. Ref No 6523069639. Avl bal Rs.31713.00.,Transport
684,Rs.731.00 debited towards rapido ride via UPI. Ref No 4402253259. Avl bal Rs.44562.00.,Transport
685,Rs.10127.00 debited towards uber ride via UPI. Ref No 6408270743. Avl bal Rs.70437.00.,Transport
686,You have sent Rs.423.00 to brother@upi via UPI. Ref No 1368743541. Date: 01-Jul-25. Avl bal Rs.29855.00.,Transfers Sent
687,UPI transaction of Rs.17138.00 made to pizzahut on 02-Jan-25. Ref No 1167321312. Avl bal Rs.62965.00.,Food & Delivery
688,Rs.13880.00 credited to your a/c XXXX6930 from refund@upi. Ref No 7348123384. Avl bal Rs.36910.00.,Transfers Received
689,UPI AutoPay: Rs.17324.00 deducted for youtube subscription. Ref No 9714948391.,Entertainment/Subscriptions
690,Your a/c XXXX6354 debited by Rs.15394.00 on 13-Jul-25 to lifestylestore@upi. Ref No 1244836091. Avl bal Rs.39413.00.,Shopping
691,Your UPI transaction of Rs.3340.00 to airindia was successful. Ref No 7890665666.,Travel & Booking
692,Your UPI transaction of Rs.7945.00 to irctc was successful. Ref No 7044540320.,Travel & Booking
693,Your UPI transaction of Rs.7898.00 to indigo was successful. Ref No 4711792233.,Travel & Booking
694,Your UPI transaction of Rs.8805.00 to irctc was successful. Ref No 1448809789.,Travel & Booking
695,You have sent Rs.3342.00 to friend@upi via UPI. Ref No 7130304004. Date: 24-Mar-25. Avl bal Rs.25703.00.,Transfers Sent
696,Your UPI transaction of Rs.11271.00 to bookmyshow was successful. Ref No 5630117036.,Travel & Booking
697,Failed UPI transaction of Rs.13363.00 attempted at ola@upi on 15-Jun-25. Ref No 5611106872. Amount will be reversed if debited.,Failed Transactions
698,Rs.4702.00 credited to your a/c XXXX4035 from refund@upi. Ref No 6211532455. Avl bal Rs.31075.00.,Transfers Received
699,Rs.5256.00 paid via UPI for gaspay bill. Ref No 7330018317.,Bills & Recharge
700,UPI AutoPay: Rs.12856.00 deducted for tataplay subscription. Ref No 1358408507.,Entertainment/Subscriptions
701,UPI transaction of Rs.13267.00 made to swiggy on 25-Dec-25. Ref No 9652275779. Avl bal Rs.66436.00.,Food & Delivery
702,Rs.16315.00 credited to your a/c XXXX8173 from googlepay@upi. Ref No 6423565127. Avl bal Rs.1389.00.,Transfers Received
703,You have sent Rs.11611.00 to father@upi via UPI. Ref No 7735078468. Date: 08-Apr-25. Avl bal Rs.74270.00.,Transfers Sent
704,Your a/c XXXX1501 debited by Rs.14772.00 on 15-Aug-25 to lifestylestore@upi. Ref No 2224048687. Avl bal Rs.86605.00.,Shopping
705,UPI AutoPay: Rs.3830.00 deducted for sonyliv subscription. Ref No 9597999276.,Entertainment/Subscriptions
706,Your a/c XXXX6029 debited by Rs.3871.00 on 20-Mar-25 to flipkart@upi. Ref No 4807449101. Avl bal Rs.98532.00.,Shopping
707,You have sent Rs.9574.00 to father@upi via UPI. Ref No 8200101790. Date: 31-Dec-25. Avl bal Rs.71696.00.,Transfers Sent
708,Rs.6195.00 debited towards rapido ride via UPI. Ref No 7823900869. Avl bal Rs.23817.00.,Transport
709,Your UPI transaction of Rs.15084.00 to irctc was successful. Ref No 7165348855.,Travel & Booking
710,Failed UPI transaction of Rs.16562.00 attempted at swiggy@upi on 02-Nov-25. Ref No 9220652432. Amount will be reversed if debited.,Failed Transactions
711,Rs.13952.00 debited towards ola ride via UPI. Ref No 1623776871. Avl bal Rs.89108.00.,Transport
712,You have sent Rs.10088.00 to friend@upi via UPI. Ref No 8619970413. Date: 14-Oct-25. Avl bal Rs.54697.00.,Transfers Sent
713,You have sent Rs.7249.00 to father@upi via UPI. Ref No 2866857073. Date: 20-Apr-25. Avl bal Rs.25055.00.,Transfers Sent
714,Rs.17511.00 credited to your a/c XXXX6094 from company@upi. Ref No 3387187301. Avl bal Rs.13315.00.,Transfers Received
715,Rs.16584.00 credited to your a/c XXXX1646 from refund@upi. Ref No 8694258455. Avl bal Rs.22161.00.,Transfers Received
716,UPI AutoPay: Rs.2147.00 deducted for gaana subscription. Ref No 9051417115.,Entertainment/Subscriptions
717,Your UPI transaction of Rs.14846.00 to redbus was successful. Ref No 8246994596.,Travel & Booking
718,Your a/c XXXX9891 debited by Rs.4020.00 on 28-May-25 to bigbazaar@upi. Ref No 4061366777. Avl bal Rs.50221.00.,Shopping
719,Failed UPI transaction of Rs.14373.00 attempted at flipkart@upi on 23-Jun-25. Ref No 3820675185. Amount will be reversed if debited.,Failed Transactions
720,Your a/c XXXX1018 debited by Rs.18028.00 on 03-Jan-25 to bigbazaar@upi. Ref No 3249433426. Avl bal Rs.27890.00.,Shopping
721,Your a/c XXXX6749 debited by Rs.16440.00 on 01-Jul-25 to myntra@upi. Ref No 1435539113. Avl bal Rs.3177.00.,Shopping
722,You have sent Rs.14242.00 to mother@upi via UPI. Ref No 9186825958. Date: 22-Jan-25. Avl bal Rs.47279.00.,Transfers Sent
723,You have sent Rs.15548.00 to sister@upi via UPI. Ref No 1157766420. Date: 27-Oct-25. Avl bal Rs.80800.00.,Transfers Sent
724,UPI AutoPay: Rs.19021.00 deducted for youtube subscription. Ref No 3175608725.,Entertainment/Subscriptions
725,Rs.12049.00 credited to your a/c XXXX4003 from company@upi. Ref No 1919711340. Avl bal Rs.39233.00.,Transfers Received
726,Rs.18206.00 debited towards ola ride via UPI. Ref No 4767206821. Avl bal Rs.61245.00.,Transport
727,Your a/c XXXX9073 debited by Rs.14668.00 on 17-Aug-25 to flipkart@upi. Ref No 9051465907. Avl bal Rs.20931.00.,Shopping
728,Your a/c XXXX5819 debited by Rs.18960.00 on 25-Aug-25 to myntra@upi. Ref No 7695373542. Avl bal Rs.91820.00.,Shopping
729,Rs.14698.00 credited to your a/c XXXX6394 from salary@upi. Ref No 6830993782. Avl bal Rs.89327.00.,Transfers Received
730,UPI transaction of Rs.8131.00 made to zomato on 31-May-25. Ref No 3954652204. Avl bal Rs.86698.00.,Food & Delivery
731,Failed UPI transaction of Rs.509.00 attempted at flipkart@upi on 14-Oct-25. Ref No 8661313828. Amount will be reversed if debited.,Failed Transactions
732,UPI AutoPay: Rs.6396.00 deducted for gaana subscription. Ref No 1286658639.,Entertainment/Subscriptions
733,Rs.3300.00 credited to your a/c XXXX9024 from paytm@upi. Ref No 1059445939. Avl bal Rs.77993.00.,Transfers Received
734,Rs.15599.00 paid via UPI for dth bill. Ref No 7211040409.,Bills & Recharge
735,Your UPI transaction of Rs.19447.00 to makemytrip was successful. Ref No 3445564451.,Travel & Booking
736,Your UPI transaction of Rs.6683.00 to redbus was successful. Ref No 1314261212.,Travel & Booking
737,Rs.2056.00 paid via UPI for airtel bill. Ref No 6911825762.,Bills & Recharge
738,UPI transaction of Rs.14928.00 made to swiggy on 25-Feb-25. Ref No 3155969668. Avl bal Rs.75870.00.,Food & Delivery
739,Rs.4183.00 debited towards rapido ride via UPI. Ref No 9837599685. Avl bal Rs.59346.00.,Transport
740,Rs.6734.00 paid via UPI for vodafone bill. Ref No 6176958354.,Bills & Recharge
741,Rs.19555.00 paid via UPI for bsnl bill. Ref No 3858932519.,Bills & Recharge
742,Your a/c XXXX7499 debited by Rs.5853.00 on 03-Sep-25 to bigbazaar@upi. Ref No 9437976313. Avl bal Rs.97998.00.,Shopping
743,Rs.11520.00 paid via UPI for gaspay bill. Ref No 1656071751.,Bills & Recharge
744,Failed UPI transaction of Rs.18306.00 attempted at zomato@upi on 09-May-25. Ref No 3189160494. Amount will be reversed if debited.,Failed Transactions
745,Rs.17787.00 debited towards ola ride via UPI. Ref No 5797194688. Avl bal Rs.90683.00.,Transport
746,UPI AutoPay: Rs.14957.00 deducted for youtube subscription. Ref No 1270200198.,Entertainment/Subscriptions
747,You have sent Rs.4953.00 to sister@upi via UPI. Ref No 9170176467. Date: 13-Oct-25. Avl bal Rs.93930.00.,Transfers Sent
748,Rs.5226.00 credited to your a/c XXXX4502 from company@upi. Ref No 6681994960. Avl bal Rs.63120.00.,Transfers Received
749,You have sent Rs.17868.00 to mother@upi via UPI. Ref No 3393066446. Date: 21-Jul-25. Avl bal Rs.26903.00.,Transfers Sent
750,Rs.18627.00 credited to your a/c XXXX1533 from salary@upi. Ref No 9632935881. Avl bal Rs.94058.00.,Transfers Received
751,Failed UPI transaction of Rs.13020.00 attempted at flipkart@upi on 29-Jun-25. Ref No 3391558931. Amount will be reversed if debited.,Failed Transactions
752,You have sent Rs.11803.00 to sister@upi via UPI. Ref No 9024336418. Date: 21-Aug-25. Avl bal Rs.48537.00.,Transfers Sent
753,Rs.16356.00 credited to your a/c XXXX5616 from phonepe@upi. Ref No 8114121053. Avl bal Rs.20567.00.,Transfers Received
754,Failed UPI transaction of Rs.18468.00 attempted at zomato@upi on 17-Mar-25. Ref No 7315051375. Amount will be reversed if debited.,Failed Transactions
755,UPI transaction of Rs.7106.00 made to burgerking on 26-Nov-25. Ref No 9471851001. Avl bal Rs.81649.00.,Food & Delivery
756,Rs.2933.00 debited towards delhimetro ride via UPI. Ref No 2072524409. Avl bal Rs.32387.00.,Transport
757,Your UPI transaction of Rs.12614.00 to airindia was successful. Ref No 6694854606.,Travel & Booking
758,Your UPI transaction of Rs.15575.00 to indigo was successful. Ref No 9284790151.,Travel & Booking
759,Your UPI transaction of Rs.6056.00 to indigo was successful. Ref No 2671189888.,Travel & Booking
760,Failed UPI transaction of Rs.595.00 attempted at ola@upi on 09-Jan-25. Ref No 3530050778. Amount will be reversed if debited.,Failed Transactions
761,UPI transaction of Rs.6243.00 made to kfc on 21-Jan-25. Ref No 9819652240. Avl bal Rs.97965.00.,Food & Delivery
762,Rs.15143.00 paid via UPI for jio bill. Ref No 6658501688.,Bills & Recharge
763,Rs.3620.00 credited to your a/c XXXX4902 from googlepay@upi. Ref No 5779055345. Avl bal Rs.79302.00.,Transfers Received
764,Your a/c XXXX6650 debited by Rs.4129.00 on 23-Sep-25 to lifestylestore@upi. Ref No 8387651138. Avl bal Rs.63814.00.,Shopping
765,Rs.16198.00 paid via UPI for djb bill. Ref No 1359692791.,Bills & Recharge
766,You have sent Rs.8026.00 to mother@upi via UPI. Ref No 7479174132. Date: 24-Jul-25. Avl bal Rs.87635.00.,Transfers Sent
767,Rs.15179.00 debited towards ola ride via UPI. Ref No 7450103004. Avl bal Rs.52337.00.,Transport
768,Your a/c XXXX8351 debited by Rs.6820.00 on 16-May-25 to bigbazaar@upi. Ref No 1834958812. Avl bal Rs.63641.00.,Shopping
769,Your a/c XXXX3959 debited by Rs.19803.00 on 22-Sep-25 to amazon@upi. Ref No 4437216495. Avl bal Rs.33100.00.,Shopping
770,Rs.283.00 debited towards uber ride via UPI. Ref No 2336515663. Avl bal Rs.6410.00.,Transport
771,UPI AutoPay: Rs.2208.00 deducted for sonyliv subscription. Ref No 9083978223.,Entertainment/Subscriptions
772,Rs.5790.00 paid via UPI for gaspay bill. Ref No 4054794311.,Bills & Recharge
773,Failed UPI transaction of Rs.10474.00 attempted at zomato@upi on 05-Jul-25. Ref No 6150697618. Amount will be reversed if debited.,Failed Transactions
774,Rs.8146.00 paid via UPI for bescom bill. Ref No 7175153279.,Bills & Recharge
775,Your a/c XXXX3673 debited by Rs.18618.00 on 20-Aug-25 to amazon@upi. Ref No 8100575412. Avl bal Rs.94616.00.,Shopping
776,Rs.13620.00 credited to your a/c XXXX8181 from phonepe@upi. Ref No 3821168614. Avl bal Rs.93359.00.,Transfers Received
777,Your a/c XXXX5062 debited by Rs.19275.00 on 11-Aug-25 to amazon@upi. Ref No 1756911272. Avl bal Rs.60317.00.,Shopping
778,UPI transaction of Rs.8256.00 made to zomato on 18-Jan-25. Ref No 9968370775. Avl bal Rs.9430.00.,Food & Delivery
779,Rs.4251.00 debited towards ola ride via UPI. Ref No 9615684754. Avl bal Rs.15750.00.,Transport
780,Rs.17319.00 credited to your a/c XXXX4905 from phonepe@upi. Ref No 5930383698. Avl bal Rs.40933.00.,Transfers Received
781,Your UPI transaction of Rs.9860.00 to irctc was successful. Ref No 6295051271.,Travel & Booking
782,Rs.16573.00 debited towards delhimetro ride via UPI. Ref No 5327816930. Avl bal Rs.19321.00.,Transport
783,UPI AutoPay: Rs.8744.00 deducted for spotify subscription. Ref No 4830534001.,Entertainment/Subscriptions
784,Rs.951.00 paid via UPI for vodafone bill. Ref No 2901952266.,Bills & Recharge
785,Rs.7268.00 credited to your a/c XXXX4176 from googlepay@upi. Ref No 7765396495. Avl bal Rs.6837.00.,Transfers Received
786,Rs.10672.00 paid via UPI for jio bill. Ref No 8001732849.,Bills & Recharge
787,UPI AutoPay: Rs.13629.00 deducted for tataplay subscription. Ref No 7945792754.,Entertainment/Subscriptions
788,UPI AutoPay: Rs.2038.00 deducted for tataplay subscription. Ref No 3342552378.,Entertainment/Subscriptions
789,UPI transaction of Rs.8556.00 made to swiggy on 24-Oct-25. Ref No 8530889368. Avl bal Rs.45942.00.,Food & Delivery
790,UPI AutoPay: Rs.19024.00 deducted for netflix subscription. Ref No 2527360576.,Entertainment/Subscriptions
791,You have sent Rs.12187.00 to sister@upi via UPI. Ref No 7437913125. Date: 28-Jun-25. Avl bal Rs.47381.00.,Transfers Sent
792,You have sent Rs.17112.00 to friend@upi via UPI. Ref No 6310412255. Date: 27-Dec-25. Avl bal Rs.84011.00.,Transfers Sent
793,Rs.17679.00 paid via UPI for airtel bill. Ref No 6737737940.,Bills & Recharge
794,Rs.17532.00 credited to your a/c XXXX4178 from refund@upi. Ref No 5662318727. Avl bal Rs.45710.00.,Transfers Received
795,Rs.15170.00 paid via UPI for bescom bill. Ref No 6837240804.,Bills & Recharge
796,Rs.9393.00 credited to your a/c XXXX1215 from refund@upi. Ref No 9690131824. Avl bal Rs.92531.00.,Transfers Received
797,UPI AutoPay: Rs.19810.00 deducted for hotstar subscription. Ref No 1552770531.,Entertainment/Subscriptions
798,Your a/c XXXX7617 debited by Rs.8709.00 on 05-Jul-25 to reliance@upi. Ref No 8733812301. Avl bal Rs.87904.00.,Shopping
799,Rs.15481.00 debited towards uber ride via UPI. Ref No 1693006372. Avl bal Rs.96782.00.,Transport
800,Rs.1930.00 credited to your a/c XXXX8727 from googlepay@upi. Ref No 3114042460. Avl bal Rs.16073.00.,Transfers Received
801,Rs.3902.00 debited towards ola ride via UPI. Ref No 5727867034. Avl bal Rs.29143.00.,Transport
802,Rs.12514.00 credited to your a/c XXXX6466 from company@upi. Ref No 1236050403. Avl bal Rs.18073.00.,Transfers Received
803,Rs.5884.00 credited to your a/c XXXX1697 from paytm@upi. Ref No 7718347236. Avl bal Rs.96124.00.,Transfers Received
804,Rs.11217.00 credited to your a/c XXXX1706 from salary@upi. Ref No 1667079188. Avl bal Rs.88389.00.,Transfers Received
805,Failed UPI transaction of Rs.9013.00 attempted at zomato@upi on 08-Sep-25. Ref No 5667616571. Amount will be reversed if debited.,Failed Transactions
806,Your UPI transaction of Rs.14416.00 to airindia was successful. Ref No 6587662618.,Travel & Booking
807,UPI AutoPay: Rs.2850.00 deducted for hotstar subscription. Ref No 8790176231.,Entertainment/Subscriptions
808,UPI transaction of Rs.19709.00 made to kfc on 13-Aug-25. Ref No 4907973350. Avl bal Rs.78707.00.,Food & Delivery
809,UPI transaction of Rs.10924.00 made to kfc on 10-Jul-25. Ref No 6894572469. Avl bal Rs.46195.00.,Food & Delivery
810,You have sent Rs.14300.00 to brother@upi via UPI. Ref No 3858106645. Date: 03-Sep-25. Avl bal Rs.87451.00.,Transfers Sent
811,Rs.3380.00 paid via UPI for bescom bill. Ref No 2514836365.,Bills & Recharge
812,UPI AutoPay: Rs.14287.00 deducted for gaana subscription. Ref No 8869905675.,Entertainment/Subscriptions
813,UPI AutoPay: Rs.87.00 deducted for hotstar subscription. Ref No 6443886797.,Entertainment/Subscriptions
814,Your UPI transaction of Rs.13028.00 to redbus was successful. Ref No 9971229132.,Travel & Booking
815,Rs.6064.00 credited to your a/c XXXX2888 from refund@upi. Ref No 7387001460. Avl bal Rs.69810.00.,Transfers Received
816,Rs.13633.00 paid via UPI for dth bill. Ref No 4322983862.,Bills & Recharge
817,Rs.6940.00 paid via UPI for gaspay bill. Ref No 4776160689.,Bills & Recharge
818,Rs.4596.00 credited to your a/c XXXX6670 from refund@upi. Ref No 8091764777. Avl bal Rs.13486.00.,Transfers Received
819,UPI AutoPay: Rs.18086.00 deducted for tataplay subscription. Ref No 1253955058.,Entertainment/Subscriptions
820,UPI AutoPay: Rs.19706.00 deducted for netflix subscription. Ref No 5775991659.,Entertainment/Subscriptions
821,UPI transaction of Rs.563.00 made to pizzahut on 30-May-25. Ref No 4493443036. Avl bal Rs.54433.00.,Food & Delivery
822,Rs.4685.00 credited to your a/c XXXX7333 from paytm@upi. Ref No 9120545182. Avl bal Rs.83988.00.,Transfers Received
823,Your UPI transaction of Rs.5779.00 to redbus was successful. Ref No 6337029793.,Travel & Booking
824,Your UPI transaction of Rs.3390.00 to airindia was successful. Ref No 5247826676.,Travel & Booking
825,Rs.13405.00 paid via UPI for dth bill. Ref No 5113627003.,Bills & Recharge
